Muestra -- Media -- Varianza
27.7985	21.65883	23.20166	23.58028	28.51825	30.71007	26.55862	23.76699	27.22817	25.6780325.869947.892629
25.26995	24.63503	23.50613	25.83727	23.24829	26.14965	21.66487	18.81956	23.42482	25.9976323.855325.247045
26.99029	29.59024	27.79169	22.02333	23.67249	29.49772	24.37994	23.76312	28.91406	24.9070626.152997.514033
24.06642	21.8204	28.21558	25.88199	26.59808	22.7853	26.57303	23.20703	25.34698	24.7963624.929123.928763
26.53385	26.36964	23.98025	25.65267	25.15947	29.16697	26.41904	26.77254	28.87328	23.5121726.243993.331113
21.12708	23.31364	27.7655	26.70801	20.97847	22.55569	25.9677	26.3103	27.0161	26.3599824.810256.529275
29.13235	22.27527	23.11812	23.98097	25.98482	22.20643	26.46524	26.36457	25.59355	24.7797624.990114.695897
23.24073	24.77145	24.97726	20.51351	22.49683	23.33674	26.73466	22.37704	30.57013	28.344124.736259.301255
24.16544	26.31164	26.23372	26.02373	24.8951	22.18281	22.52477	24.24561	23.47218	24.2040424.42592.144702
22.32631	25.38069	22.19039	23.09446	22.12613	24.32961	25.37536	24.70921	24.07033	24.91123.851351.714531
25.64773	23.15883	23.52655	29.51428	25.0639	22.88254	30.44851	27.97324	25.27852	27.2344726.072866.992627
24.2233	27.76065	19.00491	27.00854	28.47622	23.31666	24.39488	30.16678	23.10892	25.3577825.2818610.34322
26.77689	25.11367	27.04118	22.26548	23.2089	24.52856	21.07009	25.65724	25.34774	25.7481724.675793.750032
27.16321	20.57064	25.37188	22.29502	26.74226	27.38258	24.42853	25.23237	22.29717	22.4700324.395375.655203
26.51679	25.05257	25.78089	24.09785	23.16896	26.07767	25.50778	23.42447	25.20011	26.8107825.163791.559114
22.89733	23.99265	24.19078	23.34828	26.37576	25.3648	26.28197	27.14233	22.69926	25.4008624.76942.444459
25.93997	23.15366	24.36532	25.20931	23.83686	25.44123	24.61208	22.50338	25.13229	25.9919124.61861.357448
22.60868	25.27796	26.72805	26.0558	25.28436	22.84186	22.92371	23.46812	23.5685	24.9750324.373212.157081
23.70526	22.77994	26.51457	20.65742	27.62158	26.80678	24.84259	22.41353	26.50692	21.6824624.35315.966757
29.76791	23.32045	24.05765	27.66897	25.11624	24.4923	21.60232	19.81036	24.315	22.2648324.24168.2791
26.62871	26.49588	24.87376	26.25865	23.87168	22.56278	23.31731	28.56977	23.31241	22.4746324.836564.248516
21.31639	24.4015	26.07699	27.08149	24.16875	22.70124	23.8775	25.83602	26.00386	28.9544825.041824.886901
21.5489	24.85706	25.85334	25.53854	25.06043	24.3803	24.84663	25.64418	22.40757	21.6926824.182962.750942
27.15656	24.89673	22.59782	26.81854	24.26898	26.25232	22.21816	26.48897	22.77555	23.3017924.677543.621074
23.3345	23.90682	28.23672	27.81489	23.05173	27.05519	20.892	26.4648	23.8354	20.5381724.513027.589161
27.90818	24.81922	20.87668	21.54579	24.36749	25.27638	25.34749	24.16253	26.26732	28.6199324.91915.929631
24.51989	24.35692	22.83406	24.08636	24.64836	25.2559	28.00056	27.12774	26.93774	24.138225.190572.669362
24.23462	25.37914	24.16007	27.61337	26.88116	24.07866	22.95067	27.79871	19.24846	22.3603824.470526.881031
22.56692	22.28892	23.54095	21.96304	26.77008	22.25247	24.3656	26.6017	24.47961	23.7541223.858343.006768
23.8109	26.84618	27.64273	26.84101	21.42869	28.4385	27.3308	22.42234	24.71883	23.7906325.327065.813566
23.32308	27.84087	25.58592	27.18914	23.19902	26.6708	25.8606	26.89716	23.62931	24.9493525.514532.847463
23.96399	26.28212	25.79306	23.00268	26.60851	22.64263	26.85424	22.82184	26.61526	22.5970624.718143.472356
26.42105	20.83349	22.85168	22.43404	27.52257	26.33949	24.41717	28.19437	24.03542	25.0809224.813025.540804
27.0014	22.168	25.48351	29.36947	24.90285	27.2529	25.81759	25.09282	24.25899	21.013925.236145.88827
24.29987	26.38926	25.62101	25.00884	23.85586	25.19348	26.0866	28.31668	24.85812	24.3502325.397991.687986
28.71987	23.36603	25.40444	26.97883	23.67897	23.62572	28.36332	24.16797	26.44769	25.0075725.576043.889134
29.31482	27.23375	25.09586	22.4412	23.60793	23.12685	24.72488	24.93276	28.66392	22.7072225.184926.003316
26.32203	25.90395	30.01665	25.66264	27.35188	25.07722	26.15743	28.06247	24.65066	24.3420926.35472.958799
28.54297	24.10753	25.09583	26.22142	25.11575	26.28711	23.86292	23.70553	22.05873	24.5178624.951563.149878
26.85729	27.32191	27.18557	28.74198	22.45579	25.22485	27.65696	25.53297	21.94953	23.3207825.624765.523203
27.4844	22.47724	26.17058	22.38617	23.16579	27.46769	23.96344	24.64858	26.14186	28.3867725.229254.848794
25.66423	26.05253	24.54106	23.0816	27.05487	27.53427	20.60041	26.70836	24.39482	24.9087625.054094.30057
22.64477	25.67348	26.34493	22.69285	27.55805	23.1561	22.81464	30.32519	21.4295	25.7903524.842997.704
25.44023	28.0258	22.10679	26.11658	25.2341	27.43734	22.5786	26.11717	25.76734	24.8021525.362613.487378
27.84102	29.56089	25.07781	24.52367	23.56076	24.09243	23.90542	26.86135	21.8533	22.9151425.019185.656506
21.32474	28.37507	25.26747	21.47045	27.75004	26.07428	22.49329	20.18989	26.55459	29.8847924.9384611.31172
27.14231	24.91984	19.24248	21.23418	27.67991	27.023	26.45337	24.84916	25.11693	23.5773524.723857.401211
27.16848	24.14145	24.20108	27.65074	27.18185	24.37266	29.00933	29.07717	25.51089	22.766326.107994.881113
24.98564	20.96673	27.62968	25.38888	23.61551	26.55998	25.99369	25.66238	24.86296	25.12625.079143.231386
24.53873	25.96766	27.47822	24.40447	23.64139	28.54959	26.23757	27.59754	25.58733	28.1313326.213382.866311
26.63539	21.48073	24.92727	23.54126	27.05288	27.45868	27.35899	22.50216	27.14575	28.3138725.64175.636071
26.96212	22.37473	22.70547	25.86123	27.45763	23.93483	26.12986	24.44492	26.72551	22.9199924.951633.643132
